id_reproducao,id_usuario,id_musica,data_reproducao,hora_reproducao,duracao,tipo_reproducao
replay_47,9979qepe31nkz8uaknawmtpmd,7w87IxuO7BDcJ3YUqCyMTT,2024-10-26,14:18:47.146113,239600,normal
replay_48,9979qepe31nkz8uaknawmtpmd,2rAMEH9r80J7vGtT2ZVuwn,2024-10-26,14:18:47.146113,234693,normal
replay_49,9979qepe31nkz8uaknawmtpmd,4scqfHWE0J9dgdbjqstjS3,2024-10-26,14:18:47.146113,299060,normal
replay_50,9979qepe31nkz8uaknawmtpmd,7gdgtul6Duxe04E6sq0nxx,2024-10-26,14:18:47.146113,175826,normal
replay_51,9979qepe31nkz8uaknawmtpmd,7pdG3g13RKtrCmKwnSDeO4,2024-10-26,14:18:47.146113,230680,normal
replay_52,9979qepe31nkz8uaknawmtpmd,2RZWiishrE4Tygv9R7zuZe,2024-10-26,14:18:47.146113,160518,normal
replay_53,9979qepe31nkz8uaknawmtpmd,3Hx7RXqCS7Kzjy2ot2q1Gk,2024-10-26,14:18:47.146113,246306,normal
replay_54,9979qepe31nkz8uaknawmtpmd,6JY1IdkZGeIcPegKxjSKeb,2024-10-26,14:18:47.146113,188960,normal
replay_55,9979qepe31nkz8uaknawmtpmd,3jjsRKEsF42ccXf8kWR3nu,2024-10-26,14:18:47.146113,128198,normal
replay_56,9979qepe31nkz8uaknawmtpmd,2hKYtHbwYOSjvYQhVdUpdQ,2024-10-26,14:18:47.146113,164571,normal
replay_57,9979qepe31nkz8uaknawmtpmd,42qNWdLKCI41S4uzfamhFM,2024-10-26,14:18:47.146113,203600,normal
replay_58,9979qepe31nkz8uaknawmtpmd,3qhlB30KknSejmIvZZLjOD,2024-10-26,14:18:47.146113,159245,normal
replay_59,9979qepe31nkz8uaknawmtpmd,6fNaHkjAxP6rI2sZhT7QJn,2024-10-26,14:18:47.146113,180000,normal
replay_60,9979qepe31nkz8uaknawmtpmd,4MAv7MqIlcaTBHGiUXIWiw,2024-10-26,14:18:47.146113,254500,normal
replay_61,9979qepe31nkz8uaknawmtpmd,2DFi8rwHcVkTTgu7PULhtI,2024-10-26,14:18:47.146113,206393,normal
replay_62,9979qepe31nkz8uaknawmtpmd,4MXE6VCvTsQitHWrAxj7Kg,2024-10-26,14:18:47.146113,243529,normal
replay_63,9979qepe31nkz8uaknawmtpmd,5Z0UnEtpLDQyYlWwgi8m9C,2024-10-26,14:18:47.146113,251424,normal
replay_64,9979qepe31nkz8uaknawmtpmd,2xOxJOUCQRc4nMIwwHAKI7,2024-10-26,14:18:47.146113,180848,normal
replay_65,9979qepe31nkz8uaknawmtpmd,2GxrNKugF82CnoRFbQfzPf,2024-10-26,14:18:47.146113,142514,normal
replay_66,9979qepe31nkz8uaknawmtpmd,1LPGwuFgIzbJoShfDdw7MY,2024-10-26,14:18:47.146113,230693,normal
replay_67,9979qepe31nkz8uaknawmtpmd,2GiJYvgVaD2HtM8GqD9EgQ,2024-10-26,14:18:47.146113,218106,normal
replay_68,9979qepe31nkz8uaknawmtpmd,7f0vVL3xi4i78Rv5Ptn2s1,2024-10-26,14:18:47.146113,245960,normal
replay_69,9979qepe31nkz8uaknawmtpmd,74fpNVAJrKGQuqHETi4WSt,2024-10-26,14:18:47.146113,198907,normal
replay_70,9979qepe31nkz8uaknawmtpmd,28IEbk5a7twNTbUEvWslUb,2024-10-26,14:18:47.146113,208106,normal
replay_71,9979qepe31nkz8uaknawmtpmd,6ic8OlLUNEATToEFU3xmaH,2024-10-26,14:18:47.146113,251240,normal
replay_72,9979qepe31nkz8uaknawmtpmd,56sk7jBpZV0CD31G9hEU3b,2024-10-26,14:18:47.146113,231400,normal
replay_73,9979qepe31nkz8uaknawmtpmd,1NKUaH2zobKBC8LIcUH0p0,2024-10-26,14:18:47.146113,309280,normal
replay_74,9979qepe31nkz8uaknawmtpmd,2K7xn816oNHJZ0aVqdQsha,2024-10-26,14:18:47.146113,206280,normal
replay_75,9979qepe31nkz8uaknawmtpmd,7AYEHXXUs2i4JoDp3mgP8I,2024-10-26,14:18:47.146113,240985,normal
replay_76,9979qepe31nkz8uaknawmtpmd,20vZII9Yu52czI9Fk4p39r,2024-10-26,14:18:47.146113,233266,normal
replay_77,9979qepe31nkz8uaknawmtpmd,3SFXsFpeGmBTtQvKiwYMDA,2024-10-26,14:18:47.146113,188666,normal
replay_78,9979qepe31nkz8uaknawmtpmd,1N7ttyvcX1l3vX2EBXTThI,2024-10-26,14:18:47.146113,164597,normal
replay_79,9979qepe31nkz8uaknawmtpmd,1R4g4jxHARgfesI2g9H59g,2024-10-26,14:18:47.146113,161798,normal
replay_80,9979qepe31nkz8uaknawmtpmd,6AkH5FrS2GJjrdtXY5dk1G,2024-10-26,14:18:47.146113,201557,normal
replay_81,9979qepe31nkz8uaknawmtpmd,6unndO70DvZfnXYcYQMyQJ,2024-10-26,14:18:47.146113,160166,normal
replay_82,9979qepe31nkz8uaknawmtpmd,7M6KOBCfPzWqbkiaXnm7bd,2024-10-26,14:18:47.146113,170575,normal
replay_83,9979qepe31nkz8uaknawmtpmd,3MjrueDQKVr6xDDseZwhEd,2024-10-26,14:18:47.146113,183602,normal
replay_84,9979qepe31nkz8uaknawmtpmd,5iu3vj88qin4ablWHrezLG,2024-10-26,14:18:47.146113,156923,normal
replay_85,9979qepe31nkz8uaknawmtpmd,5lN1EH25gdiqT1SFALMAq1,2024-10-26,14:18:47.146113,224333,normal
replay_86,9979qepe31nkz8uaknawmtpmd,0dMYPDqcI4ca4cjqlmp9mE,2024-10-26,14:18:47.146113,227213,normal
replay_87,9979qepe31nkz8uaknawmtpmd,0wzRcekWyVCSyPtlPOeJau,2024-10-26,14:18:47.146113,187146,normal
replay_88,9979qepe31nkz8uaknawmtpmd,4wzt5Rrk3W98pHXAqutuJw,2024-10-26,14:18:47.146113,311291,normal
replay_89,9979qepe31nkz8uaknawmtpmd,5HPj0yTUFEFNia8SWgjq46,2024-10-26,14:18:47.146113,341280,normal
replay_90,9979qepe31nkz8uaknawmtpmd,0pjCkLjbgSLn5c0Ilwuv8z,2024-10-26,14:18:47.146113,211520,normal
replay_91,9979qepe31nkz8uaknawmtpmd,5Ohxk2dO5COHF1krpoPigN,2024-10-26,14:18:47.146113,340706,normal
replay_92,9979qepe31nkz8uaknawmtpmd,3d9DChrdc6BOeFsbrZ3Is0,2024-10-26,14:18:47.146113,264306,normal
replay_93,9979qepe31nkz8uaknawmtpmd,6GyFP1nfCDB8lbD2bG0Hq9,2024-10-26,14:18:47.146113,243960,normal
replay_94,9979qepe31nkz8uaknawmtpmd,7f9I5WdyXm5q1XqnSYgQZb,2024-10-26,14:18:47.146113,172866,normal
replay_95,9979qepe31nkz8uaknawmtpmd,01v7kv0RTVaX4Vs8GcOGOP,2024-10-26,14:18:47.146113,326983,normal
replay_96,9979qepe31nkz8uaknawmtpmd,70wYA8oYHoMzhRRkARoMhU,2024-10-26,14:18:47.146113,220426,normal
replay_97,9979qepe31nkz8uaknawmtpmd,7w87IxuO7BDcJ3YUqCyMTT,2024-10-26,14:18:47.146113,239600,normal
replay_98,9979qepe31nkz8uaknawmtpmd,2rAMEH9r80J7vGtT2ZVuwn,2024-10-26,14:18:47.146113,234693,normal
replay_99,9979qepe31nkz8uaknawmtpmd,4scqfHWE0J9dgdbjqstjS3,2024-10-26,14:18:47.146113,299060,normal
replay_100,9979qepe31nkz8uaknawmtpmd,51K1IJUjukRNYOqTqo596Z,2024-10-26,14:18:47.146113,170009,normal
replay_101,9979qepe31nkz8uaknawmtpmd,2W4R6zrp1lLWtMXCJLA98H,2024-10-26,14:18:47.146113,191040,normal
replay_102,9979qepe31nkz8uaknawmtpmd,2fAIfPLrPUTW1AmJRR428Q,2024-10-26,14:18:47.146113,204200,normal
replay_103,9979qepe31nkz8uaknawmtpmd,5p9XWUdvbUzmPCukOmwoU3,2024-10-26,14:18:47.146113,201706,normal
replay_104,9979qepe31nkz8uaknawmtpmd,7w5AOd6HrDIHewHfpABEss,2024-10-26,14:18:47.146113,289066,normal
replay_105,9979qepe31nkz8uaknawmtpmd,6PhRhocBXP4y7NpciGmzra,2024-10-26,14:18:47.146113,177600,normal
replay_106,9979qepe31nkz8uaknawmtpmd,2O99aywAVBhaPrsiJ6zbSS,2024-10-26,14:18:47.146113,241986,normal
replay_107,9979qepe31nkz8uaknawmtpmd,2Y0iGXY6m6immVb2ktbseM,2024-10-26,14:18:47.146113,299960,normal
replay_108,9979qepe31nkz8uaknawmtpmd,5YdTiKZQc2rmUD81RUiVGI,2024-10-26,14:18:47.146113,200999,normal
replay_109,9979qepe31nkz8uaknawmtpmd,0fdaCKYxdhL0SAlNM2yZq2,2024-10-26,14:18:47.146113,187720,normal
replay_110,9979qepe31nkz8uaknawmtpmd,2IWtloZYQDcP8Ashwx8QEF,2024-10-26,14:18:47.146113,227160,normal
replay_111,9979qepe31nkz8uaknawmtpmd,2WfaOiMkCvy7F5fcp2zZ8L,2024-10-26,14:18:47.146113,225280,normal
replay_112,9979qepe31nkz8uaknawmtpmd,2cGxRwrMyEAp8dEbuZaVv6,2024-10-26,14:18:47.146113,337560,normal
replay_113,9979qepe31nkz8uaknawmtpmd,57lCa95tmjJ8EYdNTex8Kk,2024-10-26,14:18:47.146113,206106,normal
replay_114,9979qepe31nkz8uaknawmtpmd,6IfitwQQ1Gu9g9QnLWDHRY,2024-10-26,14:18:47.146113,281026,normal
replay_115,9979qepe31nkz8uaknawmtpmd,2dGxjfhFXDIUX9h5ImyKkE,2024-10-26,14:18:47.146113,195853,normal
replay_116,9979qepe31nkz8uaknawmtpmd,2VGQ342iuqj6aSaYbyBQVJ,2024-10-26,14:18:47.146113,199386,normal
replay_117,9979qepe31nkz8uaknawmtpmd,13QI6bq0U8HMK7gUpAwFBK,2024-10-26,14:18:47.146113,181146,normal
replay_118,9979qepe31nkz8uaknawmtpmd,1dhDCsJFmhmTeqBJM7uqBV,2024-10-26,14:18:47.146113,228553,normal
replay_119,9979qepe31nkz8uaknawmtpmd,60eVCXFCuw1WYswBuNZc4H,2024-10-26,14:18:47.146113,243933,normal
replay_120,9979qepe31nkz8uaknawmtpmd,48Jhybk2ZpPrnFb3oXdh6Z,2024-10-26,14:18:47.146113,170266,normal
replay_121,9979qepe31nkz8uaknawmtpmd,2V4bv1fNWfTcyRJKmej6Sj,2024-10-26,14:18:47.146113,213293,normal
replay_122,9979qepe31nkz8uaknawmtpmd,4SNtyKNyYJ8ERT7YLlnFBr,2024-10-26,14:18:47.146113,246480,normal
replay_123,9979qepe31nkz8uaknawmtpmd,11iIikXxC6NP0Ma8vMD27x,2024-10-26,14:18:47.146113,155933,normal
replay_124,9979qepe31nkz8uaknawmtpmd,2O5UcpKolgLT8l8yAvEmID,2024-10-26,14:18:47.146113,301093,normal
replay_125,9979qepe31nkz8uaknawmtpmd,5PX4uS1LqlWEPL69phPVQQ,2024-10-26,14:18:47.146113,373626,normal
replay_126,9979qepe31nkz8uaknawmtpmd,0Qv7xi6uPSqH2k82tOkGSt,2024-10-26,14:18:47.146113,215400,normal
replay_127,9979qepe31nkz8uaknawmtpmd,2D52zjCyqEIQa221lhw6uk,2024-10-26,14:18:47.146113,326983,normal
replay_128,9979qepe31nkz8uaknawmtpmd,2iJuuzV8P9Yz0VSurttIV5,2024-10-26,14:18:47.146113,283400,normal
replay_129,9979qepe31nkz8uaknawmtpmd,3aw9iWUQ3VrPQltgwvN9Xu,2024-10-26,14:18:47.146113,265866,normal
replay_130,9979qepe31nkz8uaknawmtpmd,3lPr8ghNDBLc2uZovNyLs9,2024-10-26,14:18:47.146113,212439,normal
replay_131,9979qepe31nkz8uaknawmtpmd,7ExDiKtnpUtoikn2yfQd54,2024-10-26,14:18:47.146113,155384,normal
replay_132,9979qepe31nkz8uaknawmtpmd,5B5eTk7DF8KVp1zpQoY1XY,2024-10-26,14:18:47.146113,232800,normal
replay_133,9979qepe31nkz8uaknawmtpmd,5YXr4AGfUQpLSxtFSsKUh6,2024-10-26,14:18:47.146113,258066,normal
replay_134,9979qepe31nkz8uaknawmtpmd,5vmRQ3zELMLUQPo2FLQ76x,2024-10-26,14:18:47.146113,302413,normal
replay_135,9979qepe31nkz8uaknawmtpmd,1170VohRSx6GwE6QDCHPPH,2024-10-26,14:18:47.146113,282205,normal
replay_136,9979qepe31nkz8uaknawmtpmd,2U8NXPTXZWG2O0ye2sYRiH,2024-10-26,14:18:47.146113,157152,normal
replay_137,9979qepe31nkz8uaknawmtpmd,3mYCd23hPxJW5okSvMoy3x,2024-10-26,14:18:47.146113,206173,normal
replay_138,9979qepe31nkz8uaknawmtpmd,5fnA9mkIfScSqHIpeDyvck,2024-10-26,14:18:47.146113,189413,normal
replay_139,9979qepe31nkz8uaknawmtpmd,3D8mVCWw5xXZSh6kB0ZtWQ,2024-10-26,14:18:47.146113,189240,normal
replay_140,9979qepe31nkz8uaknawmtpmd,5tf1VVWniHgryyumXyJM7w,2024-10-26,14:18:47.146113,219043,normal
replay_141,9979qepe31nkz8uaknawmtpmd,1SKPmfSYaPsETbRHaiA18G,2024-10-26,14:18:47.146113,237146,normal
replay_142,9979qepe31nkz8uaknawmtpmd,2yeI0FRWd1sqGpHEUc5DFm,2024-10-26,14:18:47.146113,173586,normal
replay_143,9979qepe31nkz8uaknawmtpmd,5VJe8OKFcPBBjNEAPUeDuJ,2024-10-26,14:18:47.146113,188280,normal
replay_144,9979qepe31nkz8uaknawmtpmd,2P4OICZRVAQcYAV2JReRfj,2024-10-26,14:18:47.146113,230613,normal
replay_145,9979qepe31nkz8uaknawmtpmd,0knbMPVHpFbsx38pLoYSRs,2024-10-26,14:18:47.146113,227023,normal
replay_146,9979qepe31nkz8uaknawmtpmd,4N4EYC0eF7ix4qh9GkeK2q,2024-10-26,14:18:47.146113,266613,normal
replay_147,9979qepe31nkz8uaknawmtpmd,0n4bITAu0Y0nigrz3MFJMb,2024-10-26,14:18:47.146113,263826,normal
replay_148,9979qepe31nkz8uaknawmtpmd,37Tmv4NnfQeb0ZgUC4fOJj,2024-10-26,14:18:47.146113,348400,normal
replay_149,9979qepe31nkz8uaknawmtpmd,4e9eGQYsOiBcftrWXwsVco,2024-10-26,14:18:47.146113,235053,normal
replay_150,9979qepe31nkz8uaknawmtpmd,0K9g7Spk2zY40WkJRd7Ora,2024-10-26,14:18:47.146113,195136,normal
replay_151,9979qepe31nkz8uaknawmtpmd,555maXFEF9m0lE4UGRzCHk,2024-10-26,14:18:47.146113,163809,normal
replay_152,9979qepe31nkz8uaknawmtpmd,6nStBZGqGgTR87MrBpNza0,2024-10-26,14:18:47.146113,124959,normal
replay_153,9979qepe31nkz8uaknawmtpmd,0O45fw2L5vsWpdsOdXwNAR,2024-10-26,14:18:47.146113,242733,normal
replay_154,9979qepe31nkz8uaknawmtpmd,5UWwZ5lm5PKu6eKsHAGxOk,2024-10-26,14:18:47.146113,250546,normal
replay_155,9979qepe31nkz8uaknawmtpmd,51c94ac31swyDQj9B3Lzs3,2024-10-26,14:18:47.146113,299533,normal
replay_156,9979qepe31nkz8uaknawmtpmd,4bJygwUKrRgq1stlNXcgMg,2024-10-26,14:18:47.146113,214440,normal
replay_157,9979qepe31nkz8uaknawmtpmd,3y1EzRl5UEQxxd1f6Bv2aN,2024-10-26,14:18:47.146113,249066,normal
replay_158,9979qepe31nkz8uaknawmtpmd,1T1qMq3NjVCkYTH3XRON4v,2024-10-26,14:18:47.146113,132986,normal
replay_159,9979qepe31nkz8uaknawmtpmd,2PnlsTsOTLE5jnBnNe2K0A,2024-10-26,14:18:47.146113,190427,normal
replay_160,9979qepe31nkz8uaknawmtpmd,3jwQt00cvkN57H6ZR75W2K,2024-10-26,14:18:47.146113,140751,normal
replay_161,9979qepe31nkz8uaknawmtpmd,6Z8R6UsFuGXGtiIxiD8ISb,2024-10-26,14:18:47.146113,192789,normal
replay_162,9979qepe31nkz8uaknawmtpmd,3G51uIe192pEtcttD1cwrf,2024-10-26,14:18:47.146113,206853,normal
replay_163,9979qepe31nkz8uaknawmtpmd,44JEbGi3NxptsEuxDNGiAR,2024-10-26,14:18:47.146113,214066,normal
replay_164,9979qepe31nkz8uaknawmtpmd,1AWQoqb9bSvzTjaLralEkT,2024-10-26,14:18:47.146113,267266,normal
replay_165,9979qepe31nkz8uaknawmtpmd,1vxw6aYJls2oq3gW0DujAo,2024-10-26,14:18:47.146113,177933,normal
replay_166,9979qepe31nkz8uaknawmtpmd,5xEM5hIgJ1jjgcEBfpkt2F,2024-10-26,14:18:47.146113,244506,normal
replay_167,9979qepe31nkz8uaknawmtpmd,0laYHRpNTS6i8FXdupHkJ4,2024-10-26,14:18:47.146113,188453,normal
replay_168,9979qepe31nkz8uaknawmtpmd,6ybWfDDEeYoI0Zno2ijZKL,2024-10-26,14:18:47.146113,249733,normal
replay_169,9979qepe31nkz8uaknawmtpmd,4Jv7lweGIUOFQ7Oq2AtAh9,2024-10-26,14:18:47.146113,280069,normal
replay_170,9979qepe31nkz8uaknawmtpmd,7KV7xwHTJbzbwGQEHLIzR8,2024-10-26,14:18:47.146113,135693,normal
replay_171,9979qepe31nkz8uaknawmtpmd,5st5644IlBmKiiRE73UsoZ,2024-10-26,14:18:47.146113,219893,normal
replay_172,9979qepe31nkz8uaknawmtpmd,3JA9Jsuxr4xgHXEawAdCp4,2024-10-26,14:18:47.146113,219426,normal
replay_173,9979qepe31nkz8uaknawmtpmd,7rL602DQps4QmrrjbinLzP,2024-10-26,14:18:47.146113,353086,normal
replay_174,9979qepe31nkz8uaknawmtpmd,1158ckiB5S4cpsdYHDB9IF,2024-10-26,14:18:47.146113,214760,normal
replay_175,9979qepe31nkz8uaknawmtpmd,3KGY2lfCz5wwBHEtlG7M0p,2024-10-26,14:18:47.146113,235206,normal
replay_176,9979qepe31nkz8uaknawmtpmd,4gMgiXfqyzZLMhsksGmbQV,2024-10-26,14:18:47.146113,238746,normal
replay_177,9979qepe31nkz8uaknawmtpmd,6WK9dVrRABMkUXFLNlgWFh,2024-10-26,14:18:47.146113,255133,normal
replay_178,9979qepe31nkz8uaknawmtpmd,0It6VJoMAare1zdV2wxqZq,2024-10-26,14:18:47.146113,235000,normal
replay_179,9979qepe31nkz8uaknawmtpmd,0fsgieABBLYkx6rk5N3JUD,2024-10-26,14:18:47.146113,128132,normal
replay_180,9979qepe31nkz8uaknawmtpmd,1XKAeevAbxSSMuTcRT0APS,2024-10-26,14:18:47.146113,250800,normal
replay_181,9979qepe31nkz8uaknawmtpmd,1oHClQEgDmmbcEx12Kc5nZ,2024-10-26,14:18:47.146113,189693,normal
replay_182,9979qepe31nkz8uaknawmtpmd,5sZUG9b9QXD0sRDNy1z2vh,2024-10-26,14:18:47.146113,183386,normal
replay_183,9979qepe31nkz8uaknawmtpmd,5mx5lXpouQi2BnlGTHFvQZ,2024-10-26,14:18:47.146113,178921,normal
replay_184,9979qepe31nkz8uaknawmtpmd,6NzO8H8HWe1hHaiZWiGpXH,2024-10-26,14:18:47.146113,187745,normal
replay_185,9979qepe31nkz8uaknawmtpmd,7DjtLnZKMipNZDt6SE9iEq,2024-10-26,14:18:47.146113,312241,normal
replay_186,9979qepe31nkz8uaknawmtpmd,7N0p8fqIkwVpTTXSV3V19e,2024-10-26,14:18:47.146113,340533,normal
replay_187,9979qepe31nkz8uaknawmtpmd,0vjpfpch27QUf1cUs4seDl,2024-10-26,14:18:47.146113,191640,normal
replay_188,9979qepe31nkz8uaknawmtpmd,4hfIVhq0F0zFUcrbecsYmo,2024-10-26,14:18:47.146113,217733,normal
replay_189,9979qepe31nkz8uaknawmtpmd,7MlDNspYwfqnHxORufupwq,2024-10-26,14:18:47.146113,196784,normal
replay_190,9979qepe31nkz8uaknawmtpmd,2LEF1A8DOZ9wRYikWgVlZ8,2024-10-26,14:18:47.146113,248133,normal
replay_191,9979qepe31nkz8uaknawmtpmd,2qpacEyFxmbxCpIEqZkqvC,2024-10-26,14:18:47.146113,172506,normal
replay_192,9979qepe31nkz8uaknawmtpmd,6QgjcU0zLnzq5OrUoSZ3OK,2024-10-26,14:18:47.146113,163253,normal
replay_193,9979qepe31nkz8uaknawmtpmd,1mCvM05OlYWQd77RDxCTLD,2024-10-26,14:18:47.146113,244561,normal
replay_194,9979qepe31nkz8uaknawmtpmd,3HE50TVRquwXe9yv2HFoNL,2024-10-26,14:18:47.146113,209333,normal
replay_195,9979qepe31nkz8uaknawmtpmd,4aZ2TpeuiAYYzWYP4bQBoH,2024-10-26,14:18:47.146113,241344,normal
replay_196,9979qepe31nkz8uaknawmtpmd,66I3MPPb1iMGgKVNTZOGc7,2024-10-26,14:18:47.146113,198306,normal
replay_197,9979qepe31nkz8uaknawmtpmd,5masKPHeAOVNgxdLebIcK7,2024-10-26,14:18:47.146113,223186,normal
replay_198,9979qepe31nkz8uaknawmtpmd,6me7F0aaZjwDo6RJ5MrfBD,2024-10-26,14:18:47.146113,87000,normal
replay_199,9979qepe31nkz8uaknawmtpmd,3Obu3jvFSfgLF3pSbi64Vj,2024-10-26,14:18:47.146113,254693,normal
replay_200,9979qepe31nkz8uaknawmtpmd,4l0HxP8wm5iWHqo9myvFsm,2024-10-26,14:18:47.146113,184686,normal
